Episode,Steps,Winner,Active_Side,Black_Reward,White_Reward,Actor_Loss_Black,Critic_Loss_Black,Actor_Loss_White,Critic_Loss_White,Entropy_Black,Entropy_White,Black_Self_Dying_Count,White_Self_Dying_Count,Black_Kill_Count,White_Kill_Count,Black_Hit_Count,White_Hit_Count,White_Correct_Aim_Count,Black_Correct_Aim_Count
37,6,black,Black,1.4926819,-3.016047,-1.6105529,0.43863222,-0.36673078,0.08774331,0.0,0.0,0,3,0,0,0,0,2,0
38,6,black,Black,0.49326074,-2.516754,-1.3277482,0.0135058835,-1.4428877,0.017461663,0.0,0.0,1,3,0,0,0,0,2,0
39,6,black,Black,0.49249315,-2.519162,0.019502005,0.03523849,-0.57835484,0.017653173,0.0,0.0,1,3,0,0,0,0,2,0
40,6,black,Black,0.49134392,-2.519155,0.40397525,0.019838871,-0.5457103,0.033672214,0.0,0.0,1,3,0,0,0,0,1,0
41,6,black,Black,1.4933351,-3.01349,0.35371676,0.48392835,-0.76651853,0.093901016,0.0,0.0,0,3,0,0,0,0,2,1
42,6,black,Black,-0.5080085,-2.019805,-0.22547595,0.30103704,-0.35265097,0.2760522,0.0,0.0,2,3,0,0,0,0,1,0
43,6,black,Black,0.49343687,-2.5194168,-1.0605696,0.008278103,0.1251076,0.0035136044,0.0,0.0,1,3,0,0,0,0,2,0
44,6,black,Black,0.5905754,-2.5179143,0.49957076,0.014224547,-0.78935224,0.033312563,0.0,0.0,1,3,0,0,1,0,2,0
45,6,black,Black,0.49213898,-2.5190926,-0.741823,0.005822076,-0.76925635,0.018579869,0.0,0.0,1,3,0,0,0,0,2,0
46,6,black,Black,0.5922014,-2.5170364,-0.5443868,0.050453484,-1.0215672,0.03556007,0.0,0.0,1,3,0,0,1,0,2,0
47,6,black,Black,-0.5083456,-2.0191903,-0.490357,0.30206594,-0.21834691,0.23887116,0.0,0.0,2,3,0,0,0,0,1,0
48,6,black,Black,0.4926806,-2.5184097,0.20852144,0.019164547,-0.6374199,0.055502374,0.0,0.0,1,3,0,0,0,0,2,0
49,6,black,Black,0.49316925,-2.5184777,-0.37735128,0.024432054,0.84724027,0.0069363886,0.0,0.0,1,3,0,0,0,0,2,0
50,6,black,Black,0.5907055,-2.518403,0.49795452,0.012924448,-0.72933024,0.00993446,0.0,0.0,1,3,0,0,1,0,2,0
51,6,black,Black,0.49332535,-2.5201159,-2.4911935,0.023039838,-0.5076493,0.0041570743,0.0,0.0,1,3,0,0,0,0,2,0
52,6,black,Black,0.49236113,-2.517048,0.06197532,0.012686449,-0.13679798,0.00959779,0.0,0.0,1,3,0,0,0,0,2,0
53,6,black,Black,0.49367642,-2.51636,-0.3766365,0.0058584404,-0.3253304,0.008321862,0.0,0.0,1,3,0,0,0,0,3,0
54,6,black,Black,-0.50860965,-2.0190115,-0.39414683,0.31482312,-0.56311077,0.12754345,0.0,0.0,2,3,0,0,0,0,1,0
55,6,black,Black,1.4931675,-3.0191896,-0.055477936,0.4317917,0.1514744,0.101980425,0.0,0.0,0,3,0,0,0,0,2,0
56,6,black,Black,0.49310946,-2.5183527,-0.0154931545,0.006783646,0.77399635,0.0021290104,0.0,0.0,1,3,0,0,0,0,2,0
57,6,black,Black,1.4930897,-3.0143623,0.1733536,0.3867499,-0.11308996,0.13965033,0.0,0.0,0,3,0,0,0,0,2,0
58,6,black,Black,0.49137878,-2.5154178,-0.0032688777,0.008952261,0.8595306,0.013266719,0.0,0.0,1,3,0,0,0,0,2,0
59,6,black,Black,0.49327075,-2.5195704,-0.55892915,0.007878616,-0.24277943,0.0025952226,0.0,0.0,1,3,0,0,0,0,2,0
60,6,black,Black,1.4936956,-2.9124935,-0.11595718,0.36211637,-0.59735364,0.07755824,0.0,0.0,0,3,0,0,0,1,3,1
61,6,black,Black,0.49254638,-2.5187714,-0.5308816,0.0061940015,-0.96835184,0.012634928,0.0,0.0,1,3,0,0,0,0,2,0
62,6,black,Black,0.49387872,-2.5157084,-0.06343452,0.01728224,-0.551121,0.00909186,0.0,0.0,1,3,0,0,0,0,3,0
63,6,black,Black,1.4929782,-3.0157537,-0.6103249,0.3379971,-0.87757635,0.11791543,0.0,0.0,0,3,0,0,0,0,2,0
64,6,black,Black,0.49328142,-2.5180254,0.09690499,0.027417554,0.75497836,0.05099159,0.0,0.0,1,3,0,0,0,0,2,0
65,6,black,Black,0.49142474,-2.5181766,0.15766573,0.020197567,-0.25346515,0.007826763,0.0,0.0,1,3,0,0,0,0,2,0
66,6,black,Black,0.49276292,-2.5183196,-0.37711155,0.006579218,0.46518055,0.009865505,0.0,0.0,1,3,0,0,0,0,2,0
67,6,black,Black,0.49337387,-2.5176005,0.10213319,0.038504105,0.011501561,0.010130343,0.0,0.0,1,3,0,0,0,0,2,0
68,6,black,Black,0.49318427,-2.5183806,-0.029769301,0.006587209,-0.19538212,0.00912649,0.0,0.0,1,3,0,0,0,0,2,0
69,6,black,Black,-0.5085846,-2.0196164,-0.16948724,0.5673545,-1.0963467,0.10498574,0.0,0.0,2,3,0,0,0,0,2,0
70,6,black,Black,0.49057364,-2.5172844,0.13398974,0.028236954,0.83761954,0.03185609,0.0,0.0,1,3,0,0,0,0,2,0
71,6,black,Black,0.4919691,-2.5190096,-0.8207709,0.013976571,-0.31141618,0.010316967,0.0,0.0,1,3,0,0,0,0,2,0
72,6,black,Black,0.49104118,-2.5171592,0.120176636,0.059043746,0.40518913,0.016590947,0.0,0.0,1,3,0,0,0,0,1,0
73,6,black,Black,1.49373,-2.913433,-0.19093497,0.28209928,-0.10099133,0.058866248,0.0,0.0,0,3,0,0,0,1,3,1
74,6,black,Black,0.4932589,-2.518124,-0.043454647,0.008318865,0.30913553,0.011586982,0.0,0.0,1,3,0,0,0,0,3,0
75,6,black,Black,0.49262476,-2.51867,-0.7405977,0.013483223,-0.6532912,0.0031000434,0.0,0.0,1,3,0,0,0,0,2,0
76,6,black,Black,0.49114144,-2.5148697,-0.87894326,0.013419665,-0.7757341,0.0021802364,0.0,0.0,1,3,0,0,0,0,1,0
77,6,black,Black,0.49241108,-2.517034,0.06157772,0.005652396,0.19186175,0.011789721,0.0,0.0,1,3,0,0,0,0,2,0
78,6,black,Black,0.4912941,-2.5173872,-0.043150663,0.011730298,0.4417721,0.008103213,0.0,0.0,1,3,0,0,0,0,1,0
79,8,black,Black,0.48863786,-2.4192927,0.1624803,0.02610131,0.19955885,0.019272733,0.0,0.0,1,3,0,0,0,1,2,1
80,6,black,Black,-0.507673,-2.0179057,-0.29025236,0.39440724,0.9161752,0.05767876,0.0,0.0,2,3,0,0,0,0,2,0
81,6,black,Black,0.48988336,-2.5169907,-0.3558124,0.009483057,0.693383,0.005376395,0.0,0.0,1,3,0,0,0,0,2,0
82,6,black,Black,0.4917813,-2.5175765,-0.19257648,0.018608833,0.08063053,0.0016626558,0.0,0.0,1,3,0,0,0,0,2,0
83,6,black,Black,1.4933834,-3.0166898,0.2557718,0.3901417,0.34599984,0.04690158,0.0,0.0,0,3,0,0,0,0,2,0
84,8,black,Black,0.5905766,-2.5191298,-0.5834852,0.00996933,0.02760768,0.04833888,0.0,0.0,1,3,0,0,1,0,3,0
85,8,black,Black,0.99174684,-1.9192668,0.23502588,0.08441429,0.48734987,0.14321662,0.0,0.0,0,3,0,1,0,1,4,1
86,6,black,Black,0.4905324,-2.5175028,0.039890926,0.022890873,-0.31333256,0.020591306,0.0,0.0,1,3,0,0,0,0,1,0
87,6,black,Black,0.49278355,-2.517827,-0.11999512,0.0037318189,0.5878508,0.016399598,0.0,0.0,1,3,0,0,0,0,1,0
88,6,black,Black,1.4919175,-3.017015,-0.16625898,0.44319245,-0.46668112,0.18519564,0.0,0.0,0,3,0,0,0,0,2,0
89,6,black,Black,0.49369466,-2.5171638,0.68976754,0.019742792,0.4169177,0.00023819158,0.0,0.0,1,3,0,0,0,0,3,0
90,8,black,Black,1.4917791,-3.0225167,-0.14630783,0.34569967,-0.22204047,0.089685366,0.0,0.0,0,3,0,0,0,0,4,0
91,8,black,Black,0.48688525,-2.520507,-0.45877534,0.009188068,-0.9879309,0.036263615,0.0,0.0,1,3,0,0,0,0,1,0
92,6,black,Black,0.4933161,-2.518652,-0.3007357,0.014935397,-0.37751517,0.007809955,0.0,0.0,1,3,0,0,0,0,2,0
93,6,black,Black,0.49176764,-2.516519,0.43375516,0.0091857165,-0.3379121,0.026938483,0.0,0.0,1,3,0,0,0,0,2,0
94,6,black,Black,0.49174064,-2.518102,-0.31611183,0.010849941,0.031907003,0.004503809,0.0,0.0,1,3,0,0,0,0,1,0
95,6,black,Black,0.49349988,-2.5184152,-0.25598228,0.003371938,-0.47083363,0.0033258784,0.0,0.0,1,3,0,0,0,0,3,0
96,6,black,Black,0.4922198,-2.5176756,-0.38718203,0.0051130485,-0.6160124,0.005732475,0.0,0.0,1,3,0,0,0,0,1,0
97,6,black,Black,0.49322456,-2.5177546,-0.47269353,0.013423905,-1.5220095,0.016090361,0.0,0.0,1,3,0,0,0,0,3,0
98,6,black,Black,0.49297035,-2.5180407,-0.469687,0.0047267824,0.17848213,0.006419029,0.0,0.0,1,3,0,0,0,0,2,0
99,6,black,Black,0.49202693,-2.518119,-0.53414387,0.008815882,-0.25605723,0.00028906562,0.0,0.0,1,3,0,0,0,0,1,0
100,6,black,Black,0.49133825,-2.515409,-0.10906967,0.027120555,0.043236893,0.004858606,0.0,0.0,1,3,0,0,0,0,2,0
101,8,black,Black,-0.51109314,-2.0211263,0.082570076,0.6398356,-0.50823516,0.1428269,0.0,0.0,2,3,0,0,0,0,1,1
102,8,black,Black,0.4911769,-2.520126,-0.058807015,0.02290324,0.47164762,0.01074939,0.0,0.0,1,3,0,0,0,0,4,0
103,10,black,Black,0.48920488,-2.5244727,1.1441975,0.02338599,-0.11678271,0.05610795,0.0,0.0,1,3,0,0,0,0,5,1
104,8,black,Black,0.49130177,-2.5248287,-0.8141784,0.0029651525,0.37153488,0.0060237786,0.0,0.0,1,3,0,0,0,0,4,0
105,6,black,Black,0.4928851,-2.515975,-0.02217722,0.011343288,-0.4332254,0.032728463,0.0,0.0,1,3,0,0,0,0,2,0
106,8,black,Black,-0.51103675,-2.0238504,-0.1275652,0.5491006,0.55270916,0.1604132,0.0,0.0,2,3,0,0,0,0,3,1
107,6,black,Black,0.49161702,-2.5185146,-0.1876862,0.008714916,1.4744601,0.025835263,0.0,0.0,1,3,0,0,0,0,2,0
108,6,black,Black,0.49348575,-2.517654,0.46530247,0.021585308,-0.18283455,0.050356165,0.0,0.0,1,3,0,0,0,0,3,0
109,6,black,Black,0.49327445,-2.5179458,0.6298681,0.0034224642,0.6065977,0.007100372,0.0,0.0,1,3,0,0,0,0,3,0
110,8,black,Black,0.4883753,-2.5197735,0.22273377,0.0068818526,0.01968342,0.020128649,0.0,0.0,1,3,0,0,0,0,3,0
111,8,black,Black,-0.51232636,-2.0224595,0.35283256,0.2872345,-0.1971274,0.0481664,0.0,0.0,2,3,0,0,0,0,2,0
112,8,black,Black,-0.5123315,-2.024802,-0.20439821,0.39628932,0.25516176,0.055285197,0.0,0.0,2,3,0,0,0,0,2,1
113,6,black,Black,-0.5082369,-2.018591,-0.16285078,0.3797933,-1.7705511,0.06502187,0.0,0.0,2,3,0,0,0,0,1,0
114,8,black,Black,-0.5100682,-2.0225272,0.01860261,0.3327948,-0.4002474,0.055126555,0.0,0.0,2,3,0,0,0,0,3,0
115,6,black,Black,0.4929816,-2.5192804,-0.024773836,0.032859858,0.8516984,0.011882496,0.0,0.0,1,3,0,0,0,0,3,0
116,8,black,Black,-0.5132251,-2.0259175,-0.2403872,0.095392555,-0.43370265,0.030629609,0.0,0.0,2,3,0,0,0,0,1,0
117,6,black,Black,0.49146658,-2.5181706,-0.8221131,0.060793966,-0.16333008,0.043669198,0.0,0.0,1,3,0,0,0,0,1,0
118,6,black,Black,0.49212003,-2.5152407,0.060825747,0.033961706,-0.10228857,0.053072587,0.0,0.0,1,3,0,0,0,0,2,0
119,6,black,Black,0.49364537,-2.5177443,0.3560674,0.03463645,-0.42032447,0.022848345,0.0,0.0,1,3,0,0,0,0,3,0
120,6,black,Black,0.4916709,-2.5166686,0.16460323,0.06890287,-0.98485565,0.045566335,0.0,0.0,1,3,0,0,0,0,1,0
121,6,black,Black,0.49304807,-2.5166342,0.23503272,0.053765863,-1.9323384,0.039831776,0.0,0.0,1,3,0,0,0,0,3,0
122,8,black,Black,0.4893825,-2.519182,0.085620284,0.02852483,-0.091812134,0.022233544,0.0,0.0,1,3,0,0,0,0,3,1
123,6,black,Black,0.4926334,-2.516833,0.8041053,0.059444565,-1.1480048,0.030699218,0.0,0.0,1,3,0,0,0,0,2,0
124,8,black,Black,-0.51093125,-2.0213907,-0.28147122,0.22488661,0.6508903,0.012221886,0.0,0.0,2,3,0,0,0,0,2,0
125,6,black,Black,0.4927851,-2.5165062,0.0010091066,0.039700627,0.23060028,0.02569898,0.0,0.0,1,3,0,0,0,0,2,0
126,8,black,Black,0.49048066,-2.5163062,-0.9669687,0.04389107,0.26245075,0.0561895,0.0,0.0,1,3,0,0,0,0,2,0
127,6,black,Black,0.4930737,-2.5181391,-0.077662624,0.041608233,-0.302562,0.011773266,0.0,0.0,1,3,0,0,0,0,2,0
128,6,black,Black,0.4926598,-2.5185823,0.08524481,0.037795294,-1.4619764,0.04342642,0.0,0.0,1,3,0,0,0,0,2,0
129,8,black,Black,0.49033958,-2.518849,0.25426763,0.04507619,0.023928523,0.018559894,0.0,0.0,1,3,0,0,0,0,2,0
130,6,black,Black,0.4922225,-2.517413,-0.5244757,0.028255925,-0.2534226,0.011679355,0.0,0.0,1,3,0,0,0,0,1,0
131,8,black,Black,0.49054545,-2.5194194,-0.51787424,0.0430067,0.7986278,0.012380507,0.0,0.0,1,3,0,0,0,0,3,0
132,6,black,Black,0.49295098,-2.5182827,0.20099954,0.0074354406,-0.40984663,0.004344908,0.0,0.0,1,3,0,0,0,0,2,0
133,8,black,Black,-0.51005745,-2.0238268,-0.118410155,0.40333405,-1.0996176,0.114378124,0.0,0.0,2,3,0,0,0,0,2,0
134,10,black,Black,0.4891721,-2.5249748,-0.16889802,0.025231395,1.3373258,0.038727343,0.0,0.0,1,3,0,0,0,0,4,0
135,6,black,Black,0.49203157,-2.5160398,-0.36204553,0.012893691,0.83383197,0.0025996102,0.0,0.0,1,3,0,0,0,0,1,0
136,6,black,Black,-0.5084026,-2.0189185,-0.15302856,0.44659796,-0.18945582,0.117886424,0.0,0.0,2,3,0,0,0,0,1,0
137,8,black,Black,0.48962677,-2.5176718,-0.17632341,0.006375825,-0.13222724,0.016291881,0.0,0.0,1,3,0,0,0,0,3,0
138,6,black,Black,0.4928547,-2.5145655,0.15865938,0.0027958641,-0.37768254,0.016858889,0.0,0.0,1,3,0,0,0,0,2,0
139,6,black,Black,0.49247706,-2.5149279,-0.048993748,0.011867479,-0.6032697,0.007926477,0.0,0.0,1,3,0,0,0,0,2,0
140,6,black,Black,0.4924028,-2.5157914,-1.0870799,0.0008832182,0.06517875,0.0020305,0.0,0.0,1,3,0,0,0,0,2,0
141,8,black,Black,-0.51381874,-2.0228932,-0.3453195,0.5703987,0.38978946,0.15646872,0.0,0.0,2,3,0,0,0,0,0,0
142,10,black,Black,-0.512208,-2.0262144,-0.17934704,0.6233228,-0.10705948,0.20311537,0.0,0.0,2,3,0,0,0,0,3,0
143,6,black,Black,1.4934338,-3.0150037,-0.26402116,0.35593382,0.19335873,0.075320385,0.0,0.0,0,3,0,0,0,0,2,0
144,8,black,Black,0.48825377,-2.5228472,-0.67347234,0.009570731,-0.27070594,0.006301078,0.0,0.0,1,3,0,0,0,0,2,0
145,8,black,Black,0.48776948,-2.5208027,1.5852398,0.0048332782,-0.011881441,0.036309015,0.0,0.0,1,3,0,0,0,0,2,0
146,8,black,Black,1.4894538,-3.0142817,-0.104133844,0.34678864,-0.49964583,0.04804021,0.0,0.0,0,3,0,0,0,0,2,1
147,8,black,Black,0.5917655,-2.520875,-1.0295799,0.06610923,-0.019348323,0.06361409,0.0,0.0,1,3,0,0,1,0,4,0
148,8,black,Black,0.4912057,-2.519319,-0.10416734,0.004504781,0.034115553,0.005665808,0.0,0.0,1,3,0,0,0,0,3,0
149,10,black,Black,1.4879862,-3.0242035,0.016392041,0.25480512,0.4643851,0.04934097,0.0,0.0,0,3,0,0,0,0,3,1
150,10,black,Black,-0.5144366,-2.0271306,-0.96768826,0.4224112,0.047254015,0.15386057,0.0,0.0,2,3,0,0,0,0,2,0
151,8,black,Black,0.48590988,-2.5154786,-0.4926223,0.0027674017,0.4293468,0.005215404,0.0,0.0,1,3,0,0,0,0,1,0
152,10,black,Black,0.48097908,-2.5249243,-0.10191803,0.060063936,0.07976142,0.030662265,0.0,0.0,1,3,0,0,0,0,2,1
153,6,black,Black,-0.50823116,-2.016334,-0.09207996,0.5266767,-0.3559791,0.15186886,0.0,0.0,2,3,0,0,0,0,1,0
154,8,black,Black,0.48962796,-2.5194988,0.2691704,0.004583749,0.10857588,0.015461899,0.0,0.0,1,3,0,0,0,0,2,0
155,10,black,Black,1.4887863,-3.0198624,-0.08934565,0.3359317,-0.09774776,0.048875432,0.0,0.0,0,3,0,0,0,0,4,0
156,10,black,Black,-0.5121114,-2.0282269,-0.37573558,0.4208395,-0.58931595,0.07152791,0.0,0.0,2,3,0,0,0,0,3,0
157,10,black,Black,0.48790032,-2.5243938,-0.2178257,0.0057504065,0.033772327,0.017252311,0.0,0.0,1,3,0,0,0,0,3,0
158,8,black,Black,0.49065864,-2.518209,0.22667027,0.014354819,-0.50186646,0.0073587573,0.0,0.0,1,3,0,0,0,0,3,0
159,10,black,Black,0.58875597,-2.5251021,-0.39859754,0.013531533,-0.048573256,0.03699033,0.0,0.0,1,3,0,0,1,0,4,1
160,9,white,Black,-2.0158927,-0.52375805,-0.4256402,1.6554483,1.2582053,1.2102518,0.0,0.0,3,2,0,0,0,0,1,0
161,10,black,Black,-0.5147135,-2.0236406,-0.103272244,0.4555768,-0.84403455,0.044730246,0.0,0.0,2,3,0,0,0,0,3,1
162,10,black,Black,-0.51629424,-2.024426,-0.1495749,0.3600646,-0.21625647,0.053591866,0.0,0.0,2,3,0,0,0,0,2,1
163,8,black,Black,-0.50956213,-2.0220575,-0.21630907,0.42463595,-0.17684942,0.056685515,0.0,0.0,2,3,0,0,0,0,2,0
164,10,black,Black,0.48958308,-2.522785,-0.50355065,0.020471413,0.33658704,0.0371297,0.0,0.0,1,3,0,0,0,0,5,0
165,10,black,Black,-0.41208547,-2.0242152,-0.074491285,0.36683288,0.16017038,0.0999202,0.0,0.0,2,3,0,0,1,0,4,1
166,10,black,Black,0.48923874,-2.5245361,-0.12675563,0.00859987,-0.26101732,0.029377688,0.0,0.0,1,3,0,0,0,0,5,1
167,10,black,Black,0.48630792,-2.5233812,0.100132704,0.025542919,-0.21266183,0.0024852303,0.0,0.0,1,3,0,0,0,0,4,0
168,6,black,Black,0.4929247,-2.5156794,-0.9522608,0.030250296,0.051942665,0.037384357,0.0,0.0,1,3,0,0,0,0,1,0
169,10,black,Black,-0.512542,-2.0250034,0.02204895,0.21493849,0.22167864,0.021307537,0.0,0.0,2,3,0,0,0,0,3,0
170,10,black,Black,0.48706967,-2.522594,-0.12325106,0.056981664,-0.30354834,0.08801979,0.0,0.0,1,3,0,0,0,0,3,0
171,8,black,Black,0.49100345,-2.523156,-0.35405838,0.052686635,-0.32276642,0.029302832,0.0,0.0,1,3,0,0,0,0,3,0
172,10,black,Black,-0.51745486,-2.0253873,0.3804122,0.2145532,0.4599045,0.014377749,0.0,0.0,2,3,0,0,0,0,2,1
173,8,black,Black,0.49038577,-2.5178423,-0.07383633,0.044784017,-0.66354257,0.05762653,0.0,0.0,1,3,0,0,0,0,3,0
174,6,black,Black,1.4939886,-3.015853,0.15249968,0.7014299,-0.6303161,0.37813067,0.0,0.0,0,3,0,0,0,0,3,0
175,8,black,Black,1.491377,-3.0202048,0.10220164,0.7069843,-0.46028596,0.3152895,0.0,0.0,0,3,0,0,0,0,4,1
176,8,black,Black,-0.51120484,-2.022966,-0.4093567,0.13121194,0.26650393,0.015541876,0.0,0.0,2,3,0,0,0,0,2,0
177,6,black,Black,0.49307752,-2.516027,0.06783843,0.040723328,0.5920196,0.010225539,0.0,0.0,1,3,0,0,0,0,2,0
178,8,black,Black,-0.5109272,-2.02404,0.25384465,0.1541041,0.49662375,0.025657633,0.0,0.0,2,3,0,0,0,0,1,0
179,10,black,Black,-0.5156977,-2.0230432,0.026254272,0.20282502,0.13425763,0.023252442,0.0,0.0,2,3,0,0,0,0,2,1
180,6,black,Black,0.49327695,-2.5183096,0.38255513,0.04719919,-0.034553844,0.0130272405,0.0,0.0,1,3,0,0,0,0,3,0
181,10,black,Black,-0.5116221,-2.0247216,0.23837034,0.1790645,-0.30380693,0.050738096,0.0,0.0,2,3,0,0,0,0,3,0
182,8,black,Black,-0.41275185,-2.02586,-0.4940795,0.15614712,-0.19579482,0.04208233,0.0,0.0,2,3,0,0,1,0,3,0
183,6,black,Black,0.49347037,-2.517259,-0.002858162,0.046198737,-0.5247851,0.0045583104,0.0,0.0,1,3,0,0,0,0,3,0
184,6,black,Black,1.4928209,-3.0156431,-0.39443493,0.71835846,0.04169782,0.18084754,0.0,0.0,0,3,0,0,0,0,2,0
185,6,black,Black,0.49245715,-2.51712,0.6655932,0.033013277,-0.47097397,0.005462184,0.0,0.0,1,3,0,0,0,0,2,0
186,6,black,Black,0.59373915,-2.5162005,-1.0476409,0.051825505,-2.8195088,0.009948925,0.0,0.0,1,3,0,0,1,0,3,0
187,8,black,Black,0.49098742,-2.5222695,0.7223755,0.049732197,0.0096434355,0.011894087,0.0,0.0,1,3,0,0,0,0,3,0
188,8,black,Black,0.49059534,-2.5203161,0.285425,0.098983295,-0.449671,0.028506199,0.0,0.0,1,3,0,0,0,0,3,0
189,8,black,Black,0.59186953,-2.5214787,0.6171892,0.04318037,-0.17621875,0.01063754,0.0,0.0,1,3,0,0,1,0,4,0
190,8,black,Black,0.49084836,-2.5208955,0.1620028,0.046602666,0.29253864,0.017263047,0.0,0.0,1,3,0,0,0,0,3,0
191,8,black,Black,-0.5102098,-2.0249367,0.16070229,0.17660463,-0.53791046,0.04074891,0.0,0.0,2,3,0,0,0,0,2,0
